MSSubClass,LotArea,OverallCond,YearBuilt,FullBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,SalePrice
60,12244,5,2003,2,4,1,2,3,305000
30,8248,3,1914,1,2,1,0,0,67000
60,10800,7,1974,2,4,1,1,2,240000
20,7064,6,1977,1,3,1,0,2,135000
160,2117,5,2000,2,2,1,1,2,168500
60,10400,5,1972,1,4,1,1,2,165150
20,10000,6,1962,1,3,1,0,2,160000
80,9600,6,1955,1,3,1,2,1,153000
60,11606,5,1969,1,5,1,2,2,135000
80,9020,5,1964,1,3,1,0,2,168500
70,9000,6,1880,1,3,1,0,1,124000
120,4590,5,2006,2,2,1,1,2,209500
20,11900,5,1977,2,3,1,1,2,82500
20,9250,7,1954,1,3,1,0,1,139400
190,10896,7,1914,2,8,2,0,0,200000
30,6120,3,1936,1,1,1,1,0,60000
190,6000,4,1954,2,3,2,0,1,93000
30,8777,7,1910,1,2,1,0,0,85000
120,3982,5,2006,2,1,1,1,3,264561
120,12677,5,2003,1,1,1,1,2,274000
60,7050,5,2001,2,3,1,1,2,226000
80,13860,7,1972,2,4,1,3,2,345000
60,10793,5,1969,2,4,1,0,2,152000
20,9187,5,2009,2,2,1,1,3,370878
20,10530,5,1971,1,3,1,0,2,143250
20,7200,5,1950,1,3,1,0,2,98300
20,10452,5,1953,1,3,1,2,2,155000
60,7700,5,1966,1,4,1,1,2,155000
180,1936,6,1970,1,1,1,0,0,84500
60,8125,6,2007,2,3,1,0,2,205950
70,9084,5,1940,1,4,1,1,1,108000
60,8750,5,1996,2,2,1,1,2,191000
50,10320,7,1906,1,3,1,0,1,135000
20,10437,6,1995,2,2,1,1,3,350000
160,1680,5,1971,1,3,1,0,1,88000
20,10007,7,1959,1,3,1,0,1,145500
70,7200,6,1931,1,3,1,1,1,149000
50,17503,5,1948,1,3,1,1,1,97500
20,9937,7,1964,1,3,1,0,2,167000
60,12384,7,1976,2,3,1,1,2,197900
60,46589,7,1994,2,4,1,1,3,402000
20,13560,3,1968,1,2,1,2,2,110000
85,10012,5,1972,2,3,1,0,2,137500
20,20896,5,2005,1,1,1,1,3,423000
60,11194,5,2000,2,3,1,1,2,230500
60,18450,5,1965,2,3,1,1,2,129000
20,8125,5,1994,2,3,1,1,2,193500
20,14175,6,1956,1,3,1,1,2,168000
30,11600,5,1922,1,2,1,1,1,137500
60,8633,5,2005,2,3,1,0,2,173500
70,6629,6,1925,2,3,1,0,1,103600
20,11250,6,1977,1,3,1,1,2,165000
20,14442,7,1957,2,3,1,2,2,257500
20,9200,6,1965,1,3,1,1,1,140000
160,2289,6,1978,2,3,1,1,2,148500
70,9600,2,1900,2,4,2,0,3,87000
30,9022,8,1924,1,2,1,0,1,109500
20,11844,5,2008,2,3,1,1,3,372500
20,9945,5,1961,1,3,1,0,2,128500
120,8012,5,1980,2,2,1,1,1,143000
50,4500,5,1932,1,3,1,0,1,159434
120,2887,5,1996,1,2,1,1,2,173000
20,11248,5,2002,2,3,1,1,3,285000
60,16770,5,1998,2,4,1,0,2,221000
160,5062,5,1984,2,3,1,1,2,207500
60,10207,6,2007,3,3,1,0,2,227875
160,5105,5,2004,2,2,1,0,2,148800
20,8089,6,2007,2,2,1,1,2,392000
120,7577,5,2005,2,2,1,1,2,194700
120,4426,5,2004,1,1,1,1,2,141000
60,21535,6,1994,3,4,1,2,3,755000
60,26178,5,1989,2,4,1,2,2,335000
30,5400,6,1921,1,2,1,0,1,108480
50,6120,6,1936,1,3,1,0,2,141500
20,13811,6,1987,2,2,1,1,2,176000
30,6000,7,1921,1,2,1,0,1,89000
20,6420,7,1952,1,2,1,0,1,123500
20,8450,8,1965,1,3,1,1,1,138500
120,4282,5,2004,2,2,1,0,2,196000
20,14331,5,2002,2,3,1,1,3,312500
20,9600,5,1969,1,3,1,0,2,140000
60,12438,5,2006,2,4,1,1,3,361919
190,7630,9,1900,2,4,2,1,2,140000
20,8400,5,2004,2,3,1,0,2,213000
190,5600,5,1930,2,3,2,0,0,55000
20,115149,5,1971,2,2,1,2,2,302000
120,6240,5,2006,2,2,1,1,2,254000
60,9018,5,2007,2,3,1,1,2,179540
20,7162,7,1966,1,3,1,0,1,109900
30,4130,6,1935,1,2,1,0,0,52000
50,8712,7,1900,1,2,1,0,1,102776
120,4671,5,1988,2,2,1,1,2,189000
190,9873,5,1970,1,3,1,0,2,129000
60,13517,8,1976,2,3,1,0,2,130500
20,10140,5,1974,2,3,1,1,2,165000
70,10800,8,1890,1,3,1,0,2,159500
20,10000,6,1973,1,3,1,1,2,157000
60,10542,5,1993,2,3,1,1,3,341000
20,9920,6,1969,1,3,1,1,1,128500
120,6563,5,1985,2,2,1,1,2,275000
120,4426,5,2004,1,1,1,0,2,143000
20,8120,7,1970,1,3,1,0,2,124500
50,8172,6,1954,2,4,1,0,1,135000
20,13286,5,2007,2,3,1,1,3,320000
20,6960,6,1970,1,3,1,0,2,120500
20,21695,9,1988,2,3,1,1,2,222000
20,7314,5,2007,2,2,1,0,2,194500
90,11475,5,1958,2,4,2,0,3,110000
30,6240,5,1925,1,2,1,0,2,103000
120,5389,5,1995,2,2,1,1,2,236500
80,9590,5,2003,2,3,1,1,2,187500
60,11404,5,1998,2,3,1,1,2,222500
20,8978,5,1968,1,3,1,0,1,108000
75,10800,7,1914,1,2,1,2,2,163000
90,8544,4,1950,2,2,2,0,2,93500
60,10463,5,2005,2,3,1,1,3,239900
90,10800,5,1987,3,3,1,0,0,179000
60,9313,5,2004,2,3,1,0,2,190000
70,9600,7,1910,2,2,1,0,2,132000
20,6768,8,1961,1,3,1,0,1,142000
20,8450,5,2000,2,3,1,0,2,179000
80,12886,6,1963,2,3,1,1,2,175000
120,5395,5,1993,2,2,1,1,2,180000
60,8963,9,1976,3,4,1,2,2,299800
60,8795,5,2000,2,4,1,1,2,236000
70,11700,7,1880,1,4,1,1,4,265979
20,10593,5,1996,2,3,1,1,2,260400
50,8405,3,1945,2,4,1,0,1,98000
50,8800,7,1910,1,3,1,0,0,96500
60,7750,5,2003,2,3,1,0,2,162000
20,9236,5,1997,2,3,1,0,2,217000
60,10240,5,2005,2,3,1,1,3,275500
20,7930,8,1969,1,3,1,0,2,156000
160,3230,5,1999,2,3,1,0,2,172500
60,10769,5,2007,2,3,1,0,2,212000
60,11616,5,1978,2,3,1,1,2,158900
160,2280,5,1999,2,3,1,0,2,179400
60,12257,5,1995,2,4,1,1,3,290000
20,9100,6,1959,1,2,1,0,1,127500
30,6911,5,1924,1,2,1,0,2,100000
60,8640,5,2009,2,3,1,0,2,215200
60,9430,5,1999,2,3,1,1,3,337000
120,9549,5,1995,1,2,1,1,2,270000
20,14587,5,2008,2,2,1,1,2,264132
50,12508,7,1940,2,4,1,0,1,160000
20,9100,5,2004,2,3,1,1,2,216837
60,53504,5,2003,3,4,1,1,3,538000
85,7252,5,1982,1,2,1,0,2,134900
20,8877,5,1951,1,2,1,0,2,102000
80,7819,5,1976,1,3,1,1,2,107000
20,10150,5,1958,1,2,1,0,1,114500
20,14226,5,2006,2,3,1,1,3,395000
120,4500,5,1998,2,2,1,0,2,162000
20,11210,5,2005,2,3,1,0,3,221500
20,13350,5,1974,1,3,1,1,2,142500
90,8400,5,1977,2,4,2,2,2,144000
90,10530,5,1977,1,2,1,0,2,135000
20,7875,5,1995,2,3,1,1,2,176000
60,7153,5,1992,2,3,1,0,2,175900
20,16285,5,2001,2,3,1,0,2,187100
85,9101,6,1978,1,1,1,1,2,165500
75,6300,6,1914,2,3,1,1,0,128000
20,9790,5,1967,2,3,1,1,2,161500
50,10800,6,1915,2,4,1,0,1,139000
60,10142,5,2004,2,4,1,0,2,233000
20,6000,7,1954,1,2,1,0,1,107900
60,12205,8,1966,2,5,1,0,2,187500
120,3182,5,2005,2,2,1,1,2,160200
80,11333,5,1976,1,3,1,2,2,146800
60,9920,5,1996,2,3,1,1,2,269790
20,9158,5,2007,2,3,1,0,2,225000
60,8400,6,1980,2,3,1,1,2,171000
20,8197,5,1977,1,3,1,1,2,143500
20,7677,5,1953,1,2,1,0,1,110000
60,13518,5,2008,3,4,1,2,3,485000
50,7200,7,1937,1,3,1,2,1,175000
60,12798,5,1997,2,4,1,0,2,200000
30,4800,7,1916,1,2,1,0,2,109900
60,8199,5,2005,2,3,1,1,2,189000
60,13891,5,2008,3,4,1,1,3,582933
20,9000,5,1954,1,2,1,0,1,118000
20,12274,5,2008,2,3,1,0,2,227680
80,9750,5,1967,2,3,1,0,1,135500
70,21384,6,1923,1,3,1,1,2,223500
80,13400,5,1966,1,3,1,1,2,159950
75,8100,5,1898,2,2,3,0,2,106000
20,10140,6,1974,1,3,1,1,2,181000
120,4438,5,2004,1,1,1,1,2,144500
20,8712,5,1952,1,2,1,0,2,55993
20,9750,6,1958,1,4,1,0,1,157900
50,8248,7,1918,1,3,1,0,1,116000
20,12137,5,1998,2,3,1,0,2,224900
20,11425,6,1954,1,2,1,1,1,137000
20,13265,5,2002,2,3,1,2,3,271000
80,8816,7,1971,1,3,1,0,2,155000
120,6371,5,2009,2,2,1,1,2,224000
60,7226,5,2003,2,3,1,0,2,183000
20,6000,4,1953,1,2,1,0,2,93000
60,12394,5,2003,2,3,1,1,2,225000
50,9900,7,1940,2,3,1,1,1,139500
20,11216,5,2006,2,3,1,1,2,232600
20,14803,5,2007,2,2,1,1,3,385000
45,6130,6,1924,1,2,1,0,0,109500
20,8529,5,2001,2,3,1,1,2,189000
60,28698,5,1967,2,3,1,0,2,185000
160,2544,5,2005,2,2,1,0,2,147400
20,11900,5,1957,1,3,1,2,2,166000
160,3180,5,2005,2,2,1,0,2,151000
60,9548,6,2003,2,3,1,1,2,237000
20,10004,6,1964,1,3,1,0,2,167000
20,7875,6,1961,1,3,1,0,2,139950
20,9600,7,1950,2,2,1,0,2,128000
30,8100,6,1948,1,2,1,0,2,153500
160,1680,5,1973,1,2,1,0,1,100000
20,9525,6,1995,1,3,1,0,1,144000
50,11767,6,1946,1,3,1,0,1,130500
70,12155,8,1925,2,4,1,0,1,140000
70,10440,8,1904,2,3,1,1,2,157500
80,9020,7,1966,1,3,1,0,2,174900
90,8000,4,1961,2,6,2,0,0,141000
50,12665,8,1915,1,4,1,1,3,153900
85,16647,5,1975,2,3,1,2,2,171000
60,9317,5,1993,2,3,1,1,2,213000
20,15523,6,1972,1,3,1,1,1,133500
50,45600,8,1908,3,5,1,1,2,240000
80,9600,7,1976,2,3,1,1,2,187000
120,4435,5,2003,1,1,1,0,2,131500
120,3196,5,2003,2,2,1,1,2,215000
75,7128,5,1941,2,4,1,2,1,164000
80,12095,6,1964,1,3,1,1,2,158000
20,17920,4,1955,1,3,1,1,2,170000
20,6897,8,1962,1,3,1,0,1,127000
80,10970,6,1978,1,3,1,0,2,147000
60,8125,5,1994,2,3,1,1,2,174000
20,10400,5,1976,2,3,1,1,2,152000
60,11029,7,1968,2,4,1,1,2,250000
50,7642,8,1918,1,3,1,1,1,189950
190,11625,4,1965,1,3,1,0,2,131500
20,9672,5,1984,2,3,1,0,2,152000
20,7931,5,1959,1,3,1,0,1,132500
20,8640,5,2007,2,3,1,0,2,250580
20,8750,6,1970,1,3,1,0,2,148500
20,10656,5,2006,2,3,1,1,3,248900
20,6970,5,1961,1,3,1,0,2,129000
60,14762,6,1948,2,2,1,1,2,169000
60,9938,5,1993,2,3,1,1,2,236000
20,6600,5,1962,1,2,1,0,1,109500
60,8750,5,1998,2,3,1,0,2,200500
20,8892,7,1953,1,3,1,0,2,116000
40,12144,7,1949,1,3,1,1,1,133000
50,5720,6,1941,1,3,1,0,1,66500
60,9000,5,2007,2,4,1,1,2,303477
20,25286,5,1963,1,3,1,0,2,132250
60,8834,5,2004,2,4,1,1,3,350000
20,7000,8,1978,1,3,1,0,1,136500
20,7024,5,2005,1,2,1,0,2,157000
50,13758,5,1990,2,3,1,1,2,187500
60,9636,5,1992,2,3,1,1,2,178000
75,6204,5,1912,1,5,1,0,1,118500
20,7150,5,1967,1,3,1,0,1,100000
120,5119,5,1999,2,2,1,1,2,328900
90,8393,5,1959,2,4,2,0,2,145000
50,16466,7,1955,1,3,1,0,1,135500
20,15865,6,1970,2,4,1,1,2,268000
20,12160,4,1953,1,2,1,1,2,149500
60,11184,5,1978,2,3,1,1,2,172500
20,8414,8,1963,1,3,1,0,1,154500
20,13284,5,1954,1,3,1,1,1,165000
90,7018,5,1979,2,4,2,0,2,118858
60,7056,5,1963,1,4,1,1,2,140000
30,8765,6,1936,1,2,1,0,1,106500
90,7018,5,1979,2,6,2,0,2,142953
20,12919,5,2009,2,2,1,2,3,611657
20,6993,7,1961,1,3,1,1,1,135000
20,7340,6,1971,1,2,1,0,1,110000
20,8712,7,1957,1,2,1,0,1,153000
60,7875,5,2003,2,3,1,1,2,180000
20,14859,5,2006,2,3,1,1,3,240000
20,6173,6,1967,1,3,1,0,1,125500
20,9920,5,1954,1,3,1,0,1,128000
20,13501,5,2006,2,3,1,1,3,255000
50,11500,7,1936,1,3,1,1,1,250000
20,8885,5,1983,1,2,1,0,2,131000
60,12589,5,2005,2,3,1,1,2,174000
90,11600,5,1960,2,5,2,0,2,154300
20,9286,7,1977,1,3,1,0,1,143500
90,6270,6,1949,2,4,2,0,3,145000
160,3000,5,2009,2,2,1,0,2,173733
160,2001,5,1970,1,3,1,0,1,75000
20,9000,3,1949,0,1,1,0,1,35311
20,17140,6,1956,1,3,1,0,1,135000
60,13125,5,1991,2,4,1,1,3,238000
20,11029,8,1958,1,3,1,1,2,176500
60,8462,5,1994,2,3,1,0,2,201000
90,8777,7,1900,2,4,2,0,0,145900
20,10237,5,2005,2,3,1,1,2,169990
120,8012,5,1993,2,2,1,1,2,193000
20,10240,6,1980,2,3,1,1,2,207500
20,15611,6,1977,2,3,1,0,2,175000
60,11999,5,2003,2,4,1,1,3,285000
60,9900,5,1968,2,4,1,1,2,176000
20,11838,5,2001,2,3,1,1,2,236500
60,13006,5,1997,2,4,1,1,2,222000
20,8925,5,2007,2,3,1,0,3,201000
20,9100,6,1965,1,2,1,0,1,117500
20,11670,5,2006,2,3,1,1,3,320000
20,8487,5,2004,2,3,1,0,2,190000
20,27650,7,1960,2,4,1,1,2,242000
30,5825,5,1926,1,1,1,0,2,79900
20,10083,5,2003,2,2,1,0,2,184900
60,9675,5,2005,2,3,1,1,2,253000
60,8760,5,2006,2,3,1,0,3,239799
70,24090,7,1940,2,4,1,2,1,244400
90,12640,5,1976,2,4,2,0,2,150900
60,8755,5,1999,2,3,1,1,2,214000
90,7711,3,1977,2,4,2,0,0,150000
90,25000,4,1967,2,4,2,0,2,143000
20,14375,6,1958,1,3,1,1,2,137500
50,8820,6,1890,1,2,1,0,2,124900
80,8163,6,1959,1,3,1,1,1,143000
20,14536,5,2002,2,3,1,1,3,270000
60,14006,5,2002,2,3,1,1,2,192500
20,9360,7,1972,1,3,1,1,2,197500
20,7200,8,1950,1,3,1,0,2,129000
20,7800,5,1965,1,3,1,0,1,119900
85,7200,8,1972,1,2,1,0,1,133900
90,9400,5,1975,2,4,0,0,0,127500
90,7136,6,1946,2,4,2,0,2,145000
160,1300,6,1980,1,2,1,1,2,124000
20,7420,5,1962,1,3,1,0,2,132000
20,8450,5,2003,2,3,1,0,2,185000
160,2572,5,1999,2,3,1,0,2,155000
20,7207,7,1958,1,2,1,0,0,116500
60,12227,7,1977,2,4,1,1,2,272000
160,2308,6,1976,2,3,1,1,2,155000
20,11923,5,2007,2,2,1,0,2,239000
60,11316,5,2002,2,4,1,1,2,214900
60,10237,5,2005,2,3,1,1,2,178900
50,9600,7,1940,1,2,1,2,1,160000
20,7390,7,1955,1,3,1,0,1,135000
50,5925,6,1910,1,2,1,0,0,37900
190,10382,5,1958,1,2,1,0,1,140000
50,10800,4,1949,1,4,1,0,0,135000
160,2268,5,2003,2,2,1,0,2,173000
120,7892,5,1979,2,2,1,1,1,99500
20,11639,5,2007,2,3,1,0,2,182000
70,11414,8,1910,1,3,1,0,2,167500
160,2651,5,2000,2,3,1,0,2,165000
30,5900,7,1923,1,2,1,0,0,85500
120,4274,5,2006,1,1,1,0,2,199900
20,9450,5,1954,1,3,1,0,2,110000
20,8816,6,1963,1,3,1,0,2,139000
85,12122,9,1961,1,3,1,0,2,178400
60,12203,5,1998,2,4,1,1,3,336000
20,3182,5,2007,2,2,1,1,2,159895
60,11250,5,2002,2,4,1,1,2,255900
90,10125,5,1977,2,4,2,0,2,126000
190,10880,5,1950,1,3,1,0,1,125000
50,5310,8,1910,1,2,1,0,1,117000
20,10159,5,2009,2,3,1,1,3,395192
60,12046,6,1976,2,4,1,1,2,195000
60,8125,5,2006,2,3,1,0,2,197000
60,9452,5,1997,2,3,1,1,3,348000
70,17671,9,1882,1,4,1,1,2,168000
60,9760,8,1964,2,3,1,1,2,187000
60,8846,5,2005,2,3,1,0,2,173900
20,12456,5,2006,2,3,1,1,3,337500
50,4712,7,1946,1,3,1,0,1,121600
20,10659,6,1961,1,3,1,0,1,136500
20,11717,6,1970,2,2,1,1,2,185000
30,9786,4,1922,1,3,1,1,1,91000
20,6762,5,2006,2,2,1,0,2,206000
20,10206,3,1952,1,2,1,0,2,82000
30,5400,6,1920,1,2,1,0,1,86000
20,11957,5,2006,2,3,1,1,3,232000
90,11500,6,1976,2,4,2,0,2,136905
120,3182,5,2005,2,1,1,1,2,181000
80,8385,8,1977,2,3,1,0,1,149900
20,12155,3,1970,2,3,1,1,2,163500
160,2217,4,1970,1,3,1,0,1,88000
20,12118,5,2004,2,3,1,1,2,240000
50,6000,5,1926,2,4,1,0,0,102000
50,21286,5,1948,2,4,1,1,1,135000
90,9825,5,1965,2,4,2,0,0,100000
70,10592,7,1923,1,3,1,2,1,165000
30,7200,4,1910,1,2,1,0,1,85000
20,11664,5,1948,1,2,1,1,1,119200
60,8400,6,2001,2,3,1,0,2,227000
20,11883,5,1996,2,3,1,1,2,203000
120,5814,5,1984,1,1,1,1,2,187500
80,10784,5,1991,2,3,1,1,2,160000
120,3013,5,2005,2,2,1,1,2,213490
20,7024,5,2005,1,2,1,0,2,176000
20,7406,5,2006,2,2,1,0,2,194000
50,9439,5,1930,1,2,1,0,1,87000
120,3182,5,2005,2,2,1,1,2,191000
20,15498,6,1976,2,2,1,1,2,287000
20,7700,5,1972,1,3,1,0,2,112500
20,9300,5,1960,1,3,1,2,2,167500
20,9520,5,2007,2,3,1,1,3,293077
50,9492,5,1941,1,3,1,1,1,105000
160,1680,7,1972,1,3,1,0,1,118000
190,7082,8,1916,2,5,2,0,0,160000
75,15863,3,1920,2,5,1,2,2,197000
60,14541,7,1993,2,5,1,1,3,310000
20,8125,5,2002,2,3,1,0,3,230000
30,6305,7,1938,1,2,1,1,1,119750
20,11500,3,1957,1,3,1,0,1,84000
20,12898,5,2007,2,2,1,1,3,315500
60,9240,5,2001,2,3,1,1,2,287000
160,1533,6,1970,1,3,1,1,0,97000
180,1477,4,1970,1,1,1,0,1,80000
20,13125,4,1957,2,3,1,1,2,155000
60,9130,8,1966,1,4,1,0,2,173000
120,5381,5,2005,2,1,1,1,2,196000
60,11839,5,1990,2,4,1,1,2,262280
20,9600,5,1981,2,4,1,1,2,278000
20,13680,5,1955,2,4,1,1,2,139600
60,16056,5,2005,3,4,1,1,3,556581
20,9245,5,1994,1,3,1,0,2,145000
20,21750,4,1960,1,3,1,1,2,115000
20,11100,7,1946,1,2,1,0,1,84900
20,8993,5,2007,2,3,1,0,2,176485
20,11175,5,2007,2,3,1,1,2,200141
60,9500,6,1964,1,4,1,1,2,165000
20,8562,6,1957,1,4,1,1,1,144500
60,11367,5,2002,2,3,1,1,2,255000
20,11361,5,1976,2,3,1,1,2,180000
120,7052,5,2005,2,2,1,1,2,185850
60,29959,6,1994,2,3,1,1,2,248000
60,11308,5,2008,2,3,1,1,3,335000
50,11275,7,1932,1,3,1,1,2,220000
120,4920,5,2001,2,2,1,0,2,213500
30,18000,4,1935,1,2,1,0,3,81000
190,13600,5,1900,2,5,2,0,2,90000
30,6000,6,1925,1,2,1,1,2,110500
20,11000,6,1966,1,3,1,1,2,154000
60,14000,5,1996,2,3,1,0,2,328000
60,7837,7,1993,2,3,1,1,2,178000
60,9760,6,1964,1,4,1,0,2,167900
160,3964,4,1973,2,5,1,1,2,151400
45,9600,7,1949,1,2,1,0,2,135000
20,10152,5,1956,1,3,1,0,1,135000
60,11700,6,1968,1,4,1,0,2,154000
50,7585,3,1948,1,4,1,1,1,91500
60,7950,6,1977,1,3,1,0,2,159500
20,8556,5,2006,2,2,1,0,3,194000
70,13125,6,1940,1,3,1,2,1,219500
50,10800,8,1936,2,3,1,1,2,170000
20,15870,5,1969,1,3,1,0,1,138800
120,4435,5,2004,1,1,1,1,2,155900
20,8775,5,1994,1,3,1,0,1,126000
20,11040,7,1971,2,3,1,0,2,145000
20,7500,5,1963,1,3,1,0,1,133000
20,8749,5,2002,2,3,1,1,2,192000
60,13031,5,1995,2,3,1,1,2,187500
85,9069,6,1992,1,2,1,0,2,147000
160,1974,5,1973,1,3,1,0,1,83500
60,10574,5,2005,2,3,1,1,3,252000
160,2522,5,2004,2,3,1,0,2,137500
120,3316,5,2005,1,1,1,1,2,197000
90,8544,4,1950,2,2,2,0,2,92900
160,2160,5,1999,2,2,1,0,2,160000
50,8400,5,1925,2,4,1,1,2,136500
20,9230,8,1965,1,1,1,0,2,146000
20,5868,7,1956,1,2,1,0,1,129000
20,9317,5,2006,2,3,1,1,2,176432
70,6882,7,1914,1,3,1,0,0,127000
120,3696,5,1986,1,2,1,0,2,170000
50,6000,6,1936,1,3,1,0,1,128000
20,11880,5,1978,2,3,1,1,2,157000
30,8400,5,1920,1,1,1,0,1,60000
20,9758,5,1971,1,3,1,0,1,119500
20,7000,7,1960,1,2,1,0,1,135000
20,8910,6,1959,1,3,1,1,2,159500
160,2016,5,1970,2,3,1,0,2,106000
60,12256,5,1994,2,3,1,2,2,325000
20,10357,5,1990,2,3,1,1,2,179900
60,23257,5,2006,2,3,1,1,2,274725
60,8063,5,2000,2,3,1,1,2,181000
20,11362,5,2004,2,3,1,1,3,280000
60,8000,5,1995,2,3,1,1,2,188000
60,10480,6,1976,2,4,1,1,2,205000
20,7100,7,1957,1,2,1,0,1,129900
20,8923,7,1953,1,2,1,0,1,134500
20,5400,7,1954,1,2,1,0,1,117000
20,12085,5,2007,2,3,1,1,3,318000
80,7750,5,2002,2,3,1,1,2,184100
20,9764,7,1967,1,3,1,0,2,130000
80,13825,6,1958,1,3,1,0,1,140000
20,7560,5,1959,1,3,1,0,1,133700
30,8263,5,1920,1,2,1,1,1,118400
20,10084,5,2005,2,3,1,0,3,212900
20,8926,3,1956,1,3,1,0,1,112000
20,9405,9,1947,1,2,1,0,0,118000
80,9125,5,1992,2,3,1,1,2,163900
20,10434,5,1955,1,2,1,1,2,115000
120,3684,5,2007,2,2,1,1,3,174000
20,14572,5,2004,2,3,1,1,3,259000
60,11796,5,2004,2,4,1,1,2,215000
90,7200,5,1980,1,2,1,0,2,140000
50,7804,3,1928,2,4,1,2,2,135000
20,10712,5,1991,1,3,1,0,0,93500
70,9900,4,1880,2,5,1,0,1,117500
60,9828,5,1995,2,3,1,1,2,239500
60,8773,5,1997,2,3,1,1,2,169000
30,6180,5,1926,1,2,1,1,1,102000
50,9600,5,1950,1,3,1,0,1,119000
50,6342,8,1875,1,2,1,0,0,94000
20,9819,5,1977,2,2,1,2,2,196000
30,8731,5,1920,1,3,1,1,2,144000
20,7350,7,1951,1,2,1,0,2,139000
60,10304,7,1976,2,4,1,1,2,197500
60,9965,5,2006,3,4,1,1,3,424870
20,9000,3,1959,1,3,1,0,0,80000
190,12180,4,1941,1,2,1,0,1,80000
50,6240,6,1928,1,3,1,1,1,149000
20,11200,5,1985,2,3,1,1,2,180000
70,12000,7,1941,1,3,1,1,1,174500
50,5700,7,1926,1,2,1,1,1,116900
70,9000,9,1920,1,3,1,0,2,143000
20,8280,5,1950,1,2,1,1,1,124000
20,17755,4,1959,1,3,1,2,2,149900
20,14115,7,1956,1,2,1,1,2,230000
30,5890,8,1930,1,2,1,0,1,120500
60,13700,6,1965,1,4,1,2,2,201800
20,10768,8,1976,2,3,1,1,2,218000
80,9350,8,1965,2,3,1,1,2,179900
120,5001,5,2007,2,2,1,1,2,230000
20,11932,5,2007,2,3,1,0,3,235128
60,9120,6,1974,2,4,1,1,2,185000
160,2280,5,1978,2,3,1,1,2,146000
20,14778,7,1954,1,3,1,1,2,224000
20,8724,5,1968,1,3,1,1,2,129000
90,12900,4,1969,0,0,2,0,2,108959
80,16157,7,1978,1,2,1,1,2,194000
20,9541,5,2009,2,3,1,0,2,233170
20,10475,5,2008,2,3,1,0,3,245350
60,10852,5,2000,2,3,1,1,2,173000
70,13728,7,1935,2,4,1,2,2,235000
60,35760,5,1995,3,4,1,1,3,625000
80,9880,6,1977,1,3,1,1,1,171000
20,9120,6,1958,1,3,1,1,2,163000
160,4017,5,2006,2,2,1,0,2,171900
50,18030,6,1946,3,3,1,1,0,200500
70,16560,8,1932,2,4,1,1,2,239000
50,10678,5,1992,2,4,1,1,2,285000
20,6951,5,1984,1,3,1,0,1,119500
50,3950,8,1926,1,3,1,0,1,115000
50,7681,6,1921,1,3,1,1,1,154900
20,8335,5,1954,1,3,1,1,0,93000
60,11170,5,1990,2,4,1,0,2,250000
120,5587,5,2008,2,2,1,1,2,392500
60,15623,5,1996,3,4,1,2,3,745000
30,10800,6,1920,1,2,1,1,2,120000
20,35133,4,1963,1,3,1,2,3,186700
50,9738,7,1924,1,4,1,0,1,104900
190,10615,5,1900,2,3,2,0,2,95000
20,12461,5,1994,2,2,1,1,3,262000
60,8935,5,2002,2,3,1,0,2,195000
60,7500,5,1999,2,3,1,1,2,189000
190,32463,4,1961,1,3,1,1,4,168000
160,2645,5,1999,2,2,1,0,2,174000
50,9600,8,1925,1,3,1,0,1,125000
120,4500,5,1999,2,2,1,0,2,165000
60,9364,7,1969,1,4,1,0,1,158000
60,8029,5,2005,2,3,1,0,2,176000
60,14054,5,2006,2,4,1,1,3,219210
75,8850,6,1916,1,3,1,1,1,144000
20,9100,5,2001,2,3,1,0,2,178000
20,11235,5,1963,1,3,1,1,2,148000
20,9353,5,1970,1,3,1,0,1,116050
60,10400,5,1998,2,3,1,0,2,197900
50,6000,8,1925,1,3,1,1,1,117000
20,9750,5,2000,2,3,1,1,2,213000
20,10140,6,1975,1,3,1,0,2,153500
20,14684,7,1990,2,3,1,1,3,271900
20,8900,4,1966,1,2,1,0,1,107000
20,9135,5,2003,2,3,1,0,2,200000
20,7763,7,1962,1,3,1,0,2,140000
20,10182,5,2006,2,3,1,1,2,290000
50,12134,7,1988,2,4,1,0,2,164000
30,9340,6,1941,1,2,1,0,1,113000
80,10246,9,1965,0,0,1,0,1,145000
85,10205,5,1962,1,3,1,0,1,134500
20,7094,5,1966,1,3,1,0,1,125000
90,8930,5,1978,2,4,2,0,2,112000
20,8640,5,2009,2,3,1,0,2,229456
50,6240,5,1947,1,2,1,0,0,80500
160,1680,5,1971,1,3,1,0,0,91500
20,7800,5,1964,1,2,1,0,1,115000
20,8250,5,1968,1,3,1,1,1,134000
50,10496,6,1949,2,3,1,1,1,143000
20,10680,3,1951,2,4,1,0,2,137900
60,15384,5,2004,2,3,1,1,2,184000
80,10482,8,1958,1,3,1,0,1,145000
60,14598,5,2007,2,4,1,1,3,214000
20,8872,8,1965,1,2,1,0,2,147000
120,8769,5,2008,1,1,1,1,3,367294
80,7910,5,1960,2,4,1,0,1,127000
90,7728,6,1962,1,3,1,0,2,132500
90,9842,5,1962,2,2,2,0,2,101800
20,12160,5,1959,1,3,1,0,2,142000
70,8525,6,1911,1,4,1,0,0,130000
70,13132,5,1914,1,4,1,0,1,138887
